Price,Adj Close,Close,High,Low,Open,Volume
2000-03-16,92.46038055419922,146.34375,146.84375,140.875,141.625,25601400
2000-03-17,93.0713882446289,146.9375,148.0,145.4375,145.8125,10272900
2000-03-20,92.59637451171875,146.1875,147.34375,144.78125,146.875,12502300
2000-03-21,94.49658966064453,149.1875,149.75,144.5,145.53125,13612600
2000-03-22,95.07061767578125,150.09375,150.84375,148.6875,149.5625,8260000
2000-03-23,96.69371795654297,152.65625,153.46875,149.15625,149.15625,11654500
2000-03-24,97.2677230834961,153.5625,155.75,151.71875,152.875,11462900
2000-03-27,96.23849487304688,151.9375,153.78125,151.8125,153.375,8798600
2000-03-28,95.68427276611328,151.0625,152.984375,150.59375,151.25,6334400
2000-03-29,95.78317260742188,151.21875,152.484375,149.65625,151.5625,6747500
2000-03-30,94.17991638183594,148.6875,151.921875,147.125,150.15625,9491900
2000-03-31,95.24878692626953,150.375,152.3125,148.4375,149.625,9249100
2000-04-03,95.802978515625,151.25,151.25,148.6875,150.125,8508200
2000-04-04,95.09040069580078,150.125,153.0,141.390625,151.75,19585500
2000-04-05,94.49658966064453,149.1875,150.8125,147.625,147.875,8387200
2000-04-06,95.31804656982422,150.484375,151.6875,149.0,150.25,6378500
2000-04-07,95.92172241210938,151.4375,152.125,150.5,151.5625,6023600
2000-04-10,95.545654296875,150.84375,153.109375,150.3125,151.75,9624200
2000-04-11,95.2685775756836,150.40625,151.625,148.375,150.0,9006400
2000-04-12,92.65574645996094,146.28125,151.15625,146.15625,150.375,10779200
2000-04-13,91.3691635131836,144.25,148.15625,143.78125,147.46875,12225800
2000-04-14,86.14350128173828,136.0,142.8125,133.5,142.625,29604000
2000-04-17,89.15217590332031,140.75,140.75,134.6875,135.1875,23918200
2000-04-18,91.5077133178711,144.46875,144.46875,139.78125,140.5625,11069200
2000-04-19,90.65655517578125,143.125,145.125,142.53125,144.5,6553700
2000-04-20,91.09201049804688,143.8125,143.9375,142.375,143.5625,8537600
2000-04-24,90.10234832763672,142.25,143.3125,140.5,141.5,12893100
2000-04-25,93.8434066772461,148.15625,148.15625,144.4375,144.625,14102000
2000-04-26,92.784423828125,146.484375,148.75,146.0,147.96875,7711100
2000-04-27,92.47758483886719,146.0,147.34375,143.0,143.0,15595300
2000-04-28,91.90355682373047,145.09375,147.859375,145.0625,147.0,8743400
2000-05-01,93.15059661865234,147.0625,148.484375,145.84375,146.5625,7328300
2000-05-02,91.29003143310547,144.125,147.125,144.125,145.5,9411900
2000-05-03,89.15217590332031,140.75,144.0,139.78125,144.0,12630700
2000-05-04,89.82524108886719,141.8125,142.359375,140.75,142.0,5963600
2000-05-05,90.91389465332031,143.53125,144.0,140.9375,141.0625,7862400
2000-05-08,90.2309799194336,142.453125,143.375,141.84375,142.75,5064100
2000-05-09,89.50850677490234,141.3125,143.40625,140.265625,143.0625,5620300
2000-05-10,87.4895248413086,138.125,140.96875,137.75,140.5,10293900
2000-05-11,89.48869323730469,141.28125,141.5,139.125,140.125,7091100
2000-05-12,90.4586181640625,142.8125,143.46875,141.625,141.8125,5960800
2000-05-15,92.02236938476562,145.28125,145.609375,142.0,142.75,4441300
2000-05-16,92.91313934326172,146.6875,147.71875,145.3125,146.5625,8192200
2000-05-17,91.94316101074219,145.15625,146.1875,144.46875,145.6875,5907200
2000-05-18,90.81488037109375,143.375,146.3125,143.375,145.625,4325600
2000-05-19,89.38973999023438,141.125,143.234375,140.40625,142.5625,6518400
2000-05-22,88.71672821044922,140.0625,141.46875,137.0,141.25,10839400
2000-05-23,87.41032409667969,138.0,140.8125,137.5625,140.4375,7979200
2000-05-24,88.83551025390625,140.25,140.6875,136.5,138.0,11081500
2000-05-25,87.3114013671875,137.84375,141.8125,137.71875,140.6875,8278900
2000-05-26,87.41032409667969,138.0,139.6875,137.328125,138.8125,4814000
2000-05-30,90.26066589355469,142.5,142.9375,139.46875,140.0,5362700
2000-05-31,90.4586181640625,142.8125,144.0,142.09375,142.5625,6056500
2000-06-01,92.04210662841797,145.3125,145.4375,143.0,143.6875,8961600
2000-06-02,93.64545440673828,147.84375,149.09375,147.484375,148.9375,8962200
2000-06-05,93.19014739990234,147.125,148.21875,146.875,147.46875,6998100
2000-06-06,92.77449798583984,146.46875,147.78125,145.90625,146.625,4858900
2000-06-07,93.41778564453125,147.484375,148.0,146.0,146.625,4919500
2000-06-08,93.05165100097656,146.90625,147.75,146.0625,147.5,5723100
2000-06-09,92.85369110107422,146.59375,147.96875,145.625,147.5,3085300
2000-06-12,91.76500701904297,144.875,146.96875,144.875,146.96875,3678900
2000-06-13,93.48711395263672,147.59375,147.75,144.625,144.8125,6558700
2000-06-14,93.64545440673828,147.84375,148.875,147.1875,148.25,6420500
2000-06-15,93.8434066772461,148.15625,148.75,146.84375,148.125,5881200
2000-06-16,93.07230377197266,146.59375,148.3125,145.875,148.3125,5567900
2000-06-19,94.26273345947266,148.46875,149.15625,146.25,146.46875,5106900
2000-06-20,93.92543029785156,147.9375,148.875,147.0,148.1875,6480000
2000-06-21,93.8857421875,147.875,148.4375,146.890625,146.9375,3115000
2000-06-22,92.45726776123047,145.625,147.6875,145.0,147.5625,7490500
2000-06-23,91.66361236572266,144.375,146.125,143.875,145.8125,4863300
2000-06-26,92.8441390991211,146.234375,146.25,144.875,145.375,5201300
2000-06-27,92.15963745117188,145.15625,146.71875,145.015625,145.984375,4159500
2000-06-28,92.41757202148438,145.5625,146.984375,145.3125,145.625,5347700
2000-06-29,91.5445785522461,144.1875,145.75,143.515625,144.75,6345700
2000-06-30,92.2390365600586,145.28125,145.59375,143.890625,143.9375,7420200
2000-07-03,93.5087890625,147.28125,147.4375,145.1875,145.4375,1436600
2000-07-05,91.82235717773438,144.625,146.65625,144.375,146.375,2748200
2000-07-06,92.53662872314453,145.75,146.46875,144.21875,144.9375,5963200
2000-07-07,94.024658203125,148.09375,148.78125,146.25,146.6875,3034800
2000-07-10,93.8659439086914,147.84375,148.90625,147.53125,147.875,2816100
2000-07-11,94.06431579589844,148.15625,149.125,147.15625,147.46875,5431600
2000-07-12,94.67939758300781,149.125,150.125,148.6875,149.28125,5883000
2000-07-13,95.09607696533203,149.78125,150.375,149.1875,149.984375,5356000
2000-07-14,96.028564453125,151.25,151.25,149.671875,150.4375,5341900
2000-07-17,95.86981964111328,151.0,151.984375,150.6875,150.984375,4208300
2000-07-18,95.08612823486328,149.765625,150.625,149.34375,150.625,4262100
2000-07-19,94.32231140136719,148.5625,149.90625,148.25,149.46875,8506800
2000-07-20,95.63177490234375,150.625,150.625,148.8125,149.0,4538900
2000-07-21,93.76671600341797,147.6875,149.75,147.6875,149.75,5656900
2000-07-24,93.23100280761719,146.84375,148.859375,146.5625,148.125,5628500
2000-07-25,93.52864837646484,147.3125,147.84375,146.78125,147.75,4757100
2000-07-26,92.6159439086914,145.875,147.15625,145.640625,146.96875,12062500
2000-07-27,92.29853057861328,145.375,146.625,144.6875,145.9375,7652600
2000-07-28,90.21527099609375,142.09375,145.90625,141.515625,145.71875,6229500
2000-07-31,90.7906494140625,143.0,144.125,142.0625,142.9375,5265500
2000-08-01,91.3462142944336,143.875,144.71875,143.125,143.625,3946600
2000-08-02,91.80253601074219,144.59375,145.40625,143.625,143.875,7439800
2000-08-03,92.43741607666016,145.59375,145.8125,142.625,142.875,4607100
2000-08-04,92.93344116210938,146.375,146.71875,145.40625,146.3125,3686600
2000-08-07,94.04447174072266,148.125,148.4375,146.375,146.71875,4159800
2000-08-08,94.40164947509766,148.6875,148.8125,147.5,147.5,3658700
2000-08-09,93.60802459716797,147.4375,149.21875,147.375,149.140625,5383800
2000-08-10,93.15167236328125,146.71875,147.859375,146.28125,147.53125,4193400
2000-08-11,93.58815002441406,147.40625,148.0,145.5625,146.625,5089400
2000-08-14,94.7785873413086,149.28125,149.5625,147.0625,147.78125,2966700
2000-08-15,94.69925689697266,149.15625,149.8125,148.5625,149.34375,5564600
2000-08-16,94.3619613647461,148.625,149.9375,147.84375,149.3125,5191600
2000-08-17,95.35395812988281,150.1875,150.4375,148.34375,148.6875,5652200
2000-08-18,95.03653717041016,149.6875,150.375,149.21875,150.375,4626400
2000-08-21,95.5523681640625,150.5,150.71875,149.40625,150.03125,2380600
2000-08-22,95.39366149902344,150.25,151.3125,150.09375,150.5625,3075300
2000-08-23,95.7706069946289,150.84375,151.28125,149.28125,149.8125,5483200
2000-08-24,96.06824493408203,151.3125,151.5,150.5,151.15625,4529000
2000-08-25,96.028564453125,151.25,151.625,150.9375,151.15625,2822200
2000-08-28,96.35594177246094,151.765625,152.90625,151.25,151.25,5518700
2000-08-29,96.37577056884766,151.796875,151.875,150.90625,151.4375,3561900
2000-08-30,95.45316314697266,150.34375,151.5,150.34375,151.3125,3964800
2000-08-31,96.7230224609375,152.34375,153.09375,150.90625,151.0625,4863100
2000-09-01,96.82215881347656,152.5,153.59375,152.0,153.25,3191200
2000-09-05,96.04842376708984,151.28125,152.203125,150.8125,151.875,3470800
2000-09-06,94.95716857910156,149.5625,151.953125,149.53125,151.1875,4322200
2000-09-07,95.7706069946289,150.84375,151.078125,149.828125,150.25,4265500
2000-09-08,95.11587524414062,149.8125,150.5,149.328125,150.28125,3518200
2000-09-11,94.97699737548828,149.59375,151.1875,148.6875,149.75,3937500
2000-09-12,94.2825698852539,148.5,150.25,148.4375,149.75,4769100
2000-09-13,94.53058624267578,148.890625,149.34375,147.65625,148.0,7691600
2000-09-14,95.00672912597656,149.640625,149.9375,148.15625,149.875,3397100
2000-09-15,92.9281997680664,146.0,148.25,146.0,148.1875,4085700
2000-09-18,92.07295227050781,144.65625,146.96875,144.203125,146.375,5109300
2000-09-19,92.90827941894531,145.96875,146.3125,144.703125,145.125,6588200
2000-09-20,92.22210693359375,144.890625,146.03125,143.15625,145.6875,6508100
2000-09-21,90.81981658935547,142.6875,145.5625,142.625,144.46875,5972300
2000-09-22,92.47075653076172,145.28125,145.3125,142.421875,142.625,7791300
2000-09-25,91.81436920166016,144.25,146.0625,143.71875,145.9375,9726300
2000-09-26,90.64082336425781,142.40625,145.0,142.40625,144.375,5302400
2000-09-27,91.11822509765625,143.15625,143.96875,142.125,143.5625,7186200
2000-09-28,92.29170989990234,145.0,146.328125,142.890625,143.1875,7036400
2000-09-29,91.41654968261719,143.625,145.96875,143.625,145.46875,9333600
2000-10-02,91.5557632446289,143.84375,144.90625,143.140625,144.28125,5517800
2000-10-03,90.70047760009766,142.5,145.75,142.28125,144.53125,9347200
2000-10-04,91.4563217163086,143.6875,144.25,141.75,142.875,6148900
2000-10-05,91.7745590209961,144.1875,144.84375,143.3125,143.40625,4566900
2000-10-06,89.78553771972656,141.0625,144.640625,139.75,143.875,10014900
2000-10-09,89.10923767089844,140.0,141.3125,139.375,141.3125,4508000
2000-10-10,87.63732147216797,137.6875,141.25,137.6875,140.09375,6104700
2000-10-11,86.90144348144531,136.53125,138.625,135.125,137.625,10346000
2000-10-12,84.73334503173828,133.125,137.59375,132.78125,137.28125,12336900
2000-10-13,87.5577621459961,137.5625,137.65625,132.875,132.9375,11778800
2000-10-16,87.95560455322266,138.1875,138.234375,136.6875,137.40625,5659000
2000-10-17,85.76768493652344,134.75,138.5625,134.40625,138.4375,7831700
2000-10-18,85.44939422607422,134.25,136.125,130.15625,132.625,10897300
2000-10-19,88.67163848876953,139.3125,139.453125,136.4375,136.84375,8767300
2000-10-20,89.04959869384766,139.90625,141.1875,138.375,138.375,7373500
2000-10-23,89.4473876953125,140.53125,141.03125,138.9375,139.9375,5290000
2000-10-24,88.85064697265625,139.59375,141.9375,139.0,140.96875,5750700
2000-10-25,86.76216125488281,136.3125,139.5625,136.125,138.75,9137600
2000-10-26,87.00084686279297,136.6875,137.65625,134.03125,137.125,9345800
2000-10-27,88.65176391601562,139.28125,139.28125,136.625,137.875,9762900
2000-10-30,89.4473876953125,140.53125,141.09375,138.15625,138.4375,10154100
2000-10-31,90.9889144897461,142.953125,143.6875,140.0625,141.015625,7752400
2000-11-01,90.68062591552734,142.46875,143.25,141.21875,142.25,6753600
2000-11-02,90.82974243164062,142.703125,143.90625,142.515625,143.15625,11395100
2000-11-03,90.87947082519531,142.78125,143.75,142.375,143.46875,5187100
2000-11-06,91.51598358154297,143.78125,144.296875,143.03125,143.15625,4042500
2000-11-07,91.4961166381836,143.75,144.0,142.5625,143.140625,5231300
2000-11-08,89.46725463867188,140.5625,144.0625,140.5625,144.0625,6123300
2000-11-09,89.12914276123047,140.03125,141.21875,137.25,140.0,10635300
2000-11-10,86.96106719970703,136.625,139.46875,136.53125,139.0,8569500
2000-11-13,86.28479766845703,135.5625,136.984375,133.015625,135.625,17285300
2000-11-14,88.55233001708984,139.125,139.625,137.0,137.46875,7668900
2000-11-15,88.83080291748047,139.5625,140.109375,137.75,139.0625,8837700
2000-11-16,87.43846893310547,137.375,139.875,137.3125,138.578125,6684100
2000-11-17,86.97100830078125,136.640625,139.0,135.75,137.3125,6551100
2000-11-20,85.72789764404297,134.6875,136.375,134.3125,135.75,5458500
2000-11-21,86.16546630859375,135.375,136.1875,133.515625,134.875,7684300
2000-11-22,84.10682678222656,132.140625,134.875,132.125,134.34375,5736900
2000-11-24,85.82731628417969,134.84375,134.96875,133.625,133.625,3411600
2000-11-27,86.58313751220703,136.03125,136.6875,135.3125,136.46875,5992000
2000-11-28,85.09136199951172,133.6875,136.59375,133.640625,135.125,5336100
2000-11-29,84.93225860595703,133.4375,135.90625,133.265625,134.375,6914100
2000-11-30,84.1962890625,132.28125,133.5,129.75,132.5,11201600
2000-12-01,84.15654754638672,132.21875,134.0625,131.0,133.1875,7587200
2000-12-04,84.87258911132812,133.34375,133.875,131.5,131.875,6996600
2000-12-05,87.65727996826172,137.71875,138.25,134.40625,134.875,8883400
2000-12-06,86.25495147705078,135.515625,138.34375,135.03125,137.78125,12888000
2000-12-07,85.07148742675781,133.65625,135.875,133.65625,134.875,6529100
2000-12-08,85.2704086303711,133.96875,139.46875,133.875,137.0625,10276300
2000-12-11,88.23406219482422,138.625,139.5625,136.71875,137.375,6405600
2000-12-12,87.85614013671875,138.03125,138.8125,137.375,138.1875,5022900
2000-12-13,86.65277862548828,136.140625,139.40625,136.03125,139.25,6070500
2000-12-14,85.548828125,134.40625,136.5,134.03125,135.875,7678400
2000-12-15,83.61661529541016,130.96875,133.125,130.5625,133.125,9065300
2000-12-18,84.7339096069336,132.71875,133.46875,131.765625,132.0625,7235400
2000-12-19,83.00809478759766,130.015625,134.96875,130.015625,132.46875,9616600
2000-12-20,80.6039047241211,126.25,128.9375,126.09375,128.625,9994300
2000-12-21,81.16256713867188,127.125,128.859375,125.53125,126.0,14331500
2000-12-22,83.59661865234375,130.9375,131.109375,128.84375,129.0,10182900
2000-12-26,84.49446105957031,132.34375,132.34375,130.28125,130.84375,4665300
2000-12-27,85.11295318603516,133.3125,133.734375,131.25,131.75,4854100
2000-12-28,85.37232971191406,133.71875,133.875,132.59375,132.8125,8358700
2000-12-29,83.75626373291016,131.1875,134.28125,131.1875,134.0625,8774600
2001-01-02,82.23992919921875,128.8125,132.15625,127.5625,132.0,8737500
2001-01-03,86.19035339355469,135.0,136.0,127.65625,128.3125,19431600
2001-01-04,85.2625732421875,133.546875,135.46875,133.0,134.9375,9219000
2001-01-05,82.47937774658203,129.1875,133.625,129.1875,133.46875,12911400
2001-01-08,83.11779022216797,130.1875,130.1875,127.6875,129.875,6625300
2001-01-09,82.89837646484375,129.84375,131.5,129.421875,131.046875,5702400
2001-01-10,84.35478973388672,132.125,132.125,128.8125,129.0,8746100
2001-01-11,84.43461608886719,132.25,133.484375,131.09375,131.09375,7245100
2001-01-12,84.27497100830078,132.0,133.71875,131.28125,132.6875,7244000
2001-01-16,84.81370544433594,132.84375,133.1875,131.515625,132.0,8542200
2001-01-17,85.20272064208984,133.453125,135.046875,132.640625,134.84375,7851400
2001-01-18,86.0506591796875,134.78125,135.703125,132.9375,133.4375,8107000
2001-01-19,85.56189727783203,134.015625,136.1875,133.875,136.1875,7782500
2001-01-22,86.13048553466797,134.90625,135.78125,133.5625,134.25,7050900
2001-01-23,86.80884552001953,135.96875,136.65625,134.15625,134.46875,8463100
2001-01-24,87.0682144165039,136.375,137.3125,135.84375,136.25,6199900
2001-01-25,86.84872436523438,136.03125,137.25,135.65625,136.25,10818300
2001-01-26,86.74899291992188,135.875,136.125,134.453125,135.15625,7136800
2001-01-29,87.21185302734375,136.60000610351562,136.89999389648438,135.3699951171875,135.5,6705900
2001-01-30,87.97796630859375,137.8000030517578,137.9199981689453,135.7899932861328,136.3000030517578,7069100
2001-01-31,87.47997283935547,137.02000427246094,138.6999969482422,136.60000610351562,137.39999389648438,9706900
2001-02-01,88.06101989746094,137.92999267578125,137.9499969482422,136.25,137.10000610351562,8239100
2001-02-02,86.06263732910156,134.8000030517578,137.99000549316406,134.75,137.39999389648438,8276600
2001-02-05,86.69477844238281,135.7899932861328,135.94000244140625,134.75,134.8000030517578,4352900
2001-02-06,86.43937683105469,135.38999938964844,136.6999969482422,135.22000122070312,135.3000030517578,7106700
2001-02-07,85.99241638183594,134.69000244140625,135.39999389648438,133.67999267578125,134.72000122070312,5748700
2001-02-08,84.99002075195312,133.1199951171875,135.39999389648438,133.10000610351562,134.8000030517578,5943300
2001-02-09,84.17285919189453,131.83999633789062,133.35000610351562,131.25999450683594,133.35000610351562,9913000
2001-02-12,85.13689422607422,133.35000610351562,133.5,131.6999969482422,131.6999969482422,5804400
2001-02-13,84.44098663330078,132.25999450683594,134.1699981689453,132.0,133.6999969482422,6587600
2001-02-14,84.31332397460938,132.05999755859375,132.64999389648438,130.66000366210938,132.64999389648438,8400100
2001-02-15,85.1305160522461,133.33999633789062,133.52000427246094,131.99000549316406,132.83999633789062,5929800
2001-02-16,83.25347137451172,130.39999389648438,131.2899932861328,129.3000030517578,131.0,6434900
2001-02-20,81.97018432617188,128.38999938964844,131.13999938964844,128.10000610351562,131.0399932861328,5760000
2001-02-21,80.20173645019531,125.62000274658203,128.83999633789062,125.5,127.9000015258789,10910800
2001-02-22,80.3230209350586,125.80999755859375,126.54000091552734,123.0199966430664,126.3499984741211,21281600
2001-02-23,79.78031921386719,124.95999908447266,125.54000091552734,121.80000305175781,125.08000183105469,20173000
2001-02-26,81.47859191894531,127.62000274658203,127.62000274658203,124.5,125.80000305175781,11503700
2001-02-27,80.72522735595703,126.44000244140625,127.83999633789062,125.51000213623047,126.80000305175781,11415000
2001-02-28,79.13554382324219,123.94999694824219,126.83999633789062,123.2699966430664,126.75,14825800
2001-03-01,79.55052185058594,124.5999984741211,124.5999984741211,121.75,124.05000305175781,14672000
2001-03-02,78.9184341430664,123.61000061035156,125.6500015258789,122.30000305175781,122.5,12564300
2001-03-05,79.63990020751953,124.73999786376953,124.77999877929688,123.80999755859375,124.1500015258789,5293200
2001-03-06,80.49536895751953,126.08000183105469,127.75,125.48999786376953,126.3499984741211,6917000
2001-03-07,81.06997680664062,126.9800033569336,127.04000091552734,125.76000213623047,126.9000015258789,6371700
2001-03-08,81.15937805175781,127.12000274658203,127.23999786376953,126.13999938964844,126.5999984741211,6055000
2001-03-09,78.75882720947266,123.36000061035156,126.0999984741211,123.11000061035156,126.0999984741211,10020300
2001-03-12,75.38782501220703,118.08000183105469,122.5,117.75,122.33999633789062,13972900
2001-03-13,76.62641143798828,120.0199966430664,120.44000244140625,117.52999877929688,119.4000015258789,12888000
2001-03-14,75.11328125,117.6500015258789,119.29000091552734,115.75,117.05000305175781,19883400
2001-03-15,75.13241577148438,117.68000030517578,118.86000061035156,117.36000061035156,118.44999694824219,10370300
2001-03-16,73.62547302246094,115.01000213623047,117.4000015258789,114.80999755859375,117.12999725341797,58514600
2001-03-19,75.12344360351562,117.3499984741211,117.69000244140625,114.81999969482422,115.76000213623047,10067800
2001-03-20,73.1069564819336,114.19999694824219,118.45999908447266,114.11000061035156,117.9000015258789,15083900
2001-03-21,71.86502838134766,112.26000213623047,115.26000213623047,111.9000015258789,114.18000030517578,19004600
2001-03-22,71.13524627685547,111.12000274658203,112.5999984741211,108.04000091552734,112.0199966430664,28624800
2001-03-23,73.28620910644531,114.4800033569336,114.66000366210938,111.5,113.25,12861700
2001-03-26,74.22086334228516,115.94000244140625,116.2699966430664,114.7699966430664,115.69999694824219,9943800
2001-03-27,75.73804473876953,118.30999755859375,118.6500015258789,115.27999877929688,115.62000274658203,12880700
2001-03-28,73.64469146728516,115.04000091552734,116.94999694824219,114.9000015258789,116.9000015258789,10953300
2001-03-29,73.92633819580078,115.4800033569336,116.5,112.13999938964844,114.69999694824219,12060300
2001-03-30,74.70097351074219,116.69000244140625,116.69000244140625,114.5,115.55000305175781,9183600
2001-04-02,73.1069564819336,114.19999694824219,117.37999725341797,113.80000305175781,116.30000305175781,10561000
2001-04-03,70.66792297363281,110.38999938964844,114.1500015258789,110.05999755859375,113.9800033569336,12836000
2001-04-04,70.96239471435547,110.8499984741211,112.0999984741211,109.30000305175781,110.56999969482422,14884300
2001-04-05,73.6511001586914,115.05000305175781,115.48999786376953,112.5,113.30000305175781,21522800
2001-04-06,72.5307846069336,113.30000305175781,114.4000015258789,112.05999755859375,113.98999786376953,14937800
2001-04-09,73.33741760253906,114.55999755859375,114.98999786376953,112.77999877929688,114.0,9034300
2001-04-10,74.67536163330078,116.6500015258789,117.75,115.16999816894531,115.44999694824219,17873600
2001-04-11,74.72659301757812,116.7300033569336,118.98999786376953,116.13999938964844,118.77999877929688,12722300
2001-04-12,76.08372497558594,118.8499984741211,118.94000244140625,115.95999908447266,116.30000305175781,9233200
2001-04-16,75.2835464477539,117.5999984741211,118.88999938964844,116.91000366210938,118.29000091552734,7350000
2001-04-17,76.34620666503906,119.26000213623047,119.66000366210938,117.0199966430664,117.30999755859375,10924700
2001-04-18,79.38056182861328,124.0,126.0,120.69000244140625,121.05999755859375,32481600
2001-04-19,80.43685913085938,125.6500015258789,125.83999633789062,123.58000183105469,124.25,13809900
2001-04-20,79.70066833496094,124.5,125.4000015258789,123.66000366210938,124.9000015258789,7626700
2001-04-23,78.25387573242188,122.23999786376953,123.88999938964844,121.91000366210938,123.6500015258789,8451800
2001-04-24,77.83137512207031,121.58000183105469,123.6500015258789,121.0999984741211,122.5199966430664,10044700
2001-04-25,78.84917449951172,123.16999816894531,123.66999816894531,120.94999694824219,121.41999816894531,8249000
2001-04-26,79.20136260986328,123.72000122070312,125.22000122070312,123.5,123.7300033569336,10590400
2001-04-27,80.52009582519531,125.77999877929688,125.83999633789062,124.19999694824219,124.91999816894531,7938700
2001-04-30,81.08340454101562,126.66000366210938,127.2699966430664,124.66999816894531,126.44999694824219,10766900
2001-05-01,81.33306884765625,127.05000305175781,127.1500015258789,124.5999984741211,125.06999969482422,10578000
2001-05-02,81.18585968017578,126.81999969482422,127.69000244140625,126.0,127.41000366210938,9572900
2001-05-03,80.15515899658203,125.20999908447266,126.1500015258789,124.22000122070312,126.12999725341797,9926200
2001-05-04,81.51873779296875,127.33999633789062,127.3499984741211,123.44000244140625,123.6500015258789,12145300
2001-05-07,80.81451416015625,126.23999786376953,127.37999725341797,126.2300033569336,126.86000061035156,7185200
2001-05-08,80.77611541748047,126.18000030517578,127.0999984741211,125.55999755859375,126.86000061035156,6952600
2001-05-09,80.43685913085938,125.6500015258789,126.55000305175781,125.05999755859375,125.25,9507400
2001-05-10,80.67375183105469,126.0199966430664,127.5,125.7699966430664,127.26000213623047,6872400
2001-05-11,80.11677551269531,125.1500015258789,126.48999786376953,124.4000015258789,126.0,7734400
2001-05-14,80.27680969238281,125.4000015258789,125.44000244140625,124.45999908447266,124.9000015258789,7914000
2001-05-15,80.64813995361328,125.9800033569336,126.5,124.8499984741211,125.55000305175781,9782200
2001-05-16,82.54938507080078,128.9499969482422,129.1999969482422,124.62000274658203,124.83999633789062,14909000
